"","X1","X2","X3","X4","X5","X6"
"17051",2802232,"Berg","Berg",NA,50.75,5.81667
"17052",2802233,"Berg","Berg",NA,50.71667,5.88333
"17053",2802234,"Berg","Berg",NA,50.43766,6.21706
"17054",2802237,"Berentrode","Berentrode",NA,51.02858,4.56309
"17055",2802238,"Berenheide","Berenheide",NA,51.11331,5.48949
"17056",2802239,"Berendries","Berendries","Beerendries,Berendries",50.8338,3.77788
"17057",2802240,"Berendries","Berendries",NA,50.71513,4.23354
"17058",2802241,"Berendrechtpolder","Berendrechtpolder",NA,51.342,4.2857
"17059",2802242,"Fortje van Berendrecht","Fortje van Berendrecht",NA,51.33333,4.28333
"17060",2802243,"Berendrecht","Berendrecht","Antwerpen (Berendrecht),Beirendrecht",51.34252,4.31419
"17061",2802244,"Berenbroek","Berenbroek",NA,50.95,5.41667
"17062",2802245,"Bois de Bercuit","Bois de Bercuit",NA,50.72418,4.67391
"17063",2802246,"Bercheux","Bercheux",NA,49.9012,5.53573
"17064",2802247,"Berchem-Sainte-Agathe","Berchem-Sainte-Agathe","Berchem-Sainte-Agathe,Berchem-Sainte-Agathe - Sint-Agatha-Berchem,Berchem-Sainte-Agathe/Sint-Agatha-Berchem,Berkem-Sent-Agat,Brussel (Sint-Agatha-Berchem),Bruxelles (Berchem-Sainte-Agathe),Sint Agata - Berkhem,Sint-Agatha-Berchem,bei er ke mu-sheng a jia te,shinto=agata=berushemu,synt-agata-brkhm,<U+0411><U+0435><U+0440><U+043A><U+0435><U+043C>-<U+0421><U+0435><U+043D><U+0442>-<U+0410><U+0433><U+0430><U+0442>,<U+0421><U+0438><U+043D><U+0442> <U+0410><U+0433><U+0430><U+0442><U+0430> - <U+0411><U+0435><U+0440><U+0445><U+0435><U+043C>,<U+0633><U+06CC><U+0646><U+062A>-<U+0622><U+06AF><U+0627><U+062A><U+0627>-<U+0628><U+0631><U+062E><U+0645>,<U+30B7><U+30F3><U+30C8>=<U+30A2><U+30AC><U+30BF>=<U+30D9><U+30EB><U+30B7><U+30A7><U+30E0>,<U+8D1D><U+5C14><U+514B><U+59C6>-<U+5723><U+963F><U+52A0><U+7279>",50.86567,4.29557
"17065",2802248,"Sint-Agatha-Berchem","Sint-Agatha-Berchem","Berchem-Sainte-Agathe,Commune de Berchem-Sainte-Agathe,Gemeente Sint-Agatha-Berchem,Sint-Agatha-Berchem",50.86457,4.29387
"17066",2802249,"Berchem","Berchem","Antwerpen (Berchem)",51.19021,4.43264
"17067",2802250,"Berchem","Berchem",NA,50.81667,4.06667
"17068",2802251,"Berchem","Berchem",NA,50.79017,3.51317
"17069",2802253,"Berceau","Berceau",NA,50.65322,3.624
"17070",2802254,"Berbroek","Berbroek","Berbroek",50.95031,5.20904
"17071",2802256,"Béoli","Beoli",NA,50.05,5.36667
"17072",2802257,"Béolette","Beolette",NA,50.31667,5.25
"17073",2802258,"Béolette","Beolette",NA,50.28986,5.38512
"17074",2802259,"Béole","Beole",NA,50.6,5.66667
"17075",2802260,"Bentille","Bentille",NA,51.2475,3.60509
"17076",2802261,"Bensberg","Bensberg",NA,50.91401,4.85996
"17077",2802262,"Benonchamp","Benonchamp","Benonchamp,Benonchamps",50.00469,5.80822
"17078",2802263,"Bénitier","Benitier",NA,50.1,4.55
"17079",2802264,"Beninksberg","Beninksberg","Beeninckxberg,Beninksberg",50.95,4.8
"17080",2802265,"Benedenvliet","Benedenvliet",NA,51.11667,4.31667
"17081",2802266,"Beneden Kessel","Beneden Kessel","Beneden Kessel,Kessel",50.89903,4.7279
"17082",2802267,"Benedenheide","Benedenheide","Benedenheide,Groote Heide",50.8352,4.79162
"17083",2802268,"Beneck","Beneck",NA,49.63333,5.75
"17084",2802269,"Bende","Bende",NA,50.54836,5.28554
"17085",2802270,"Bende","Bende",NA,50.41825,5.41455
"17086",2802272,"Bénauvanne","Benauvanne",NA,49.8,5.18333
"17087",2802273,"Ben-Ahin","Ben-Ahin","Huy (Ben-Ahin)",50.50415,5.18683
"17088",2802275,"Bemel","Bemel","Bemel,Bemelsveld",50.83096,4.41747
"17089",2802276,"Beemdkant","Beemdkant","Beemdkant",51.21667,4.51667
"17090",2802277,"Belzele","Belzele","Belzeele,Belzele",51.1026,3.66882
"17091",2802278,"Belven","Belven",NA,50.71583,5.92905
"17092",2802279,"Belven","Belven","Belven,Belvenn",50.6695,6.08266
"17093",2802280,"Belvédère","Belvedere","Belvedere,Belvédère,La Caracole",50.36667,5.18333
"17094",2802281,"Gouffre de Belvaux","Gouffre de Belvaux","Gouffre de Belvaux,Perte de la Lesse",50.11383,5.20033
"17095",2802282,"Bois de Belvaux","Bois de Belvaux",NA,50.13518,4.47357
"17096",2802283,"Belvaux","Belvaux",NA,50.10662,5.19344
"17097",2802284,"Belval","Belval",NA,50.71667,3.7
"17098",2802285,"Belval","Belval",NA,50.9,4.43333
"17099",2802286,"Belva","Belva",NA,50.69011,3.27848
"17100",2802287,"Belselehoek","Belselehoek","Belcelehoek,Belselehoek",51.15,4.11667
"17101",2802288,"Belselebeek","Belselebeek","Belcelebeek,Belselebeek",51.15,4
"17102",2802289,"Belsele","Belsele","Belcele,Belsele",51.14598,4.08859
"17103",2802291,"Forêt de Beloeil","Foret de Beloeil",NA,50.54267,3.71664
"17104",2802292,"Beloeil","Beloeil","Beloeil,Belœil",50.55047,3.73484
"17105",2802293,"Beloeil","Beloeil",NA,50.23333,4.45
"17106",2802294,"Beloeil","Beloeil","Beloeil",50.53422,3.68759
"17107",2802295,"Belmont","Belmont",NA,49.58267,5.56943
"17108",2802296,"Le Belloy","Le Belloy",NA,50.52199,3.44172
"17109",2802297,"Belloi","Belloi","Belloi,Beloy,Le Beloy",49.86667,5.53333
"17110",2802298,"Bellingen","Bellingen","Bellinghen,Pepingen (Bellingen)",50.74085,4.15369
"17111",2802300,"Bellewaardebeek","Bellewaardebeek",NA,50.85,2.88333
"17112",2802301,"Belle Vue Bos","Belle Vue Bos",NA,50.8418,5.38699
"17113",2802302,"Ferme de la Belle Vue","Ferme de la Belle Vue",NA,49.69048,5.63318
"17114",2802303,"Ferme de Belle Vue","Ferme de Belle Vue",NA,50.6,3.75
"17115",2802304,"Ferme de Belle Vue","Ferme de Belle Vue",NA,50.36667,5.15
"17116",2802305,"Ferme de Belle-Vue","Ferme de Belle-Vue",NA,49.95495,5.16536
"17117",2802306,"Belle Vue","Belle Vue",NA,50.71641,4.4138
"17118",2802307,"Belle Vue","Belle Vue",NA,50.1093,5.53193
"17119",2802308,"Bellevue","Bellevue",NA,49.83333,5.1
"17120",2802309,"Bellevue","Bellevue",NA,49.71137,5.80161
"17121",2802310,"Belle Vue","Belle Vue",NA,49.66163,5.76456
"17122",2802311,"Belle Vue","Belle Vue",NA,49.58526,5.52175
"17123",2802312,"Bellevaux-Ligneuville","Bellevaux-Ligneuville","Bellevaux,Bellevaux-Ligneuville",50.38948,6.01093
"17124",2802314,"Bellevaux","Bellevaux",NA,50.48333,5.75
"17125",2802315,"Bellevaux","Bellevaux","Bellevaux",49.84034,5.11041
"17126",2802317,"Belleva","Belleva",NA,50.2,5.65
"17127",2802318,"Belle Tête","Belle Tete",NA,50.56521,4.15133
"17128",2802319,"Bois Belle-Taille","Bois Belle-Taille",NA,50.34299,4.42091
"17129",2802320,"Belle Taille","Belle Taille",NA,50.03749,5.17173
"17130",2802321,"Bellenstroom","Bellenstroom","Bellenstroom,Rellen Stroom",51.1669,3.7371
"17131",2802322,"Ferme Belle Motte","Ferme Belle Motte",NA,50.4025,4.60016
"17132",2802323,"Bellemolen","Bellemolen",NA,50.88867,4.11676
"17133",2802324,"Belle-Meuse","Belle-Meuse",NA,50.13333,5.73333
"17134",2802325,"Bellembeek","Bellembeek",NA,51.08333,3.51667
"17135",2802326,"Belle-Maison","Belle-Maison",NA,50.48045,5.22735
"17136",2802327,"Bellem","Bellem","Bellem",51.09403,3.49277
"17137",2802329,"Bois de Belleheid","Bois de Belleheid",NA,50.50947,5.96475
"17138",2802330,"Belle Haie","Belle Haie",NA,50.26667,5.7
"17139",2802331,"Bois de Bellegrange","Bois de Bellegrange",NA,50.52595,5.31037
"17140",2802332,"Bellegrade","Bellegrade",NA,50.48924,5.22632
"17141",2802333,"Bellegem Bos","Bellegem Bos","Bellegem Bos,Belleghem Bosch",50.76767,3.30343
"17142",2802334,"Bellegem","Bellegem","Bellegem,Belleghem",50.77686,3.27933
"17143",2802336,"Bellefontaine","Bellefontaine",NA,49.9,4.93333
"17144",2802337,"Belle Fontaine","Belle Fontaine",NA,50.65105,5.77919
"17145",2802338,"Belle Fontaine","Belle Fontaine",NA,50.41672,4.31772
"17146",2802339,"Bellefontaine","Bellefontaine","Bellefontaine,Bievre (Bellefontaine),Bièvre (Bellefontaine)",49.9175,4.97355
"17147",2802340,"Bellefontaine","Bellefontaine","Tintigny (Bellefontaine)",49.66429,5.49608
"17148",2802343,"Belle Eau","Belle Eau",NA,49.95291,5.61911
"17149",2802344,"Belle Croix","Belle Croix","Belle Croix,La Belle Croix",50.63098,4.01882
"17150",2802345,"Bellecourt","Bellecourt","Bellecourt",50.48067,4.26793
"17151",2802347,"Bellebroekhoeve","Bellebroekhoeve","Belle-broek,Bellebroekhoeve,Hof te Bellebroek",50.86667,3.65
"17152",2802348,"Bellebeek","Bellebeek",NA,51.01667,3.93333
"17153",2802349,"Bellebeek","Bellebeek",NA,50.88333,4.08333
"17154",2802350,"Bellebeek","Bellebeek",NA,50.68756,3.98825
"17155",2802351,"Belle","Belle",NA,50.52302,4.28291
"17156",2802352,"Bellaire","Bellaire","Bellaire",50.64453,5.66585
"17157",2802354,"Bellain","Bellain",NA,50.16667,5.96667
"17158",2802355,"Belhutte","Belhutte",NA,51.07473,2.98747
"17159",2802356,"Bois de Belhez","Bois de Belhez",NA,50.19667,5.73545
"17160",2802357,"Belhez","Belhez",NA,50.21667,5.71667
"17161",2802358,"Bois de Belheid","Bois de Belheid",NA,50.48167,5.88584
"17162",2802359,"Belgrade","Belgrade","Namur (Belgrade)",50.47138,4.82935
"17163",2802361,"Kingdom of Belgium","Kingdom of Belgium","A'Bheilg,An Bheilg,Behl'gija,Bel'gi,Bel'gii,Bel'gija,Belchica,Belcika,Beldjike,Belejiki,Beleze  Beleziki,Beleziki,Belgia,Belgica,Belgicko,Belgie,Belgien,Belgija,Belgika,Belgio,Belgique,Belgiska,Belgiu,Belgium,Belgium nutome,Belgiyom,België,Belgje,Belgjika,Belgjike,Belgjikë,Belgjo,Belgju,Belgujo,Belgía,Belhika,Beljik,Beljika,Beljium,Belsch,Belsj,Belsum,Belxica,Belxica - Belgie,Belzika,Belçika,Belçîka,Belgju,Bel’gii,Belgija,Bhelgium,Bi,Bilgasuyu,Bilhika,Biljam,Bubirigi,Bèlgica,Bèlg·ique,Bèljik,Bélgica,Béljika,Bélxica,Bélxica - België,Bêleze  Belezîki,B<U+025B>lgyium,B<U+025B>liziki,B<U+025B>´ljika,B<U+1EC9>,Gwlad Belg,Kingdom of Belgium,Konigreich Belgien,Koninkrijk Belgie,Koninkrijk België,Königreich Belgien,Orileede Begiomu,Oríl<U+1EB9>´ède Bégí<U+1ECD>´mù,Pelesiume,Pow Belg,Royaume de Belgique,Ubelgiji,Ububiligi,Yn Velg,belajiyam,belajiyama,belgia,belgie,beljiyam,beljiyama,belyeiym,berugi,berugi wang guo,bi li shi,blgyh,bljyka,bljym,blzhyk,byljym,gugdrbelgi,i-Belgium,peljiyam,prathes belyeiym,<U+0392><U+03AD><U+03BB><U+03B3><U+03B9><U+03BF>,<U+0411><U+0435><U+043B><U+0433><U+0438><U+044F>,<U+0411><U+0435><U+043B><U+0433><U+0438><U+0458><U+0430>,<U+0411><U+0435><U+043B><U+044C><U+0433><U+0438>,<U+0411><U+0435><U+043B><U+044C><U+0433><U+0438><U+044F>,<U+0411><U+0435><U+043B><U+044C><U+0433><U+0456><U+044F>,<U+0411><U+0435><U+043B><U+044C><U+0491><U+0456><U+044F>,<U+0411><U+044D><U+043B><U+044C><U+0433><U+0456><U+044F>,<U+0532><U+0565><U+056C><U+0563><U+056B><U+0561>,<U+05D1><U+05DC><U+05D2><U+05D9><U+05D4>,<U+0628><U+0644><U+062C><U+064A><U+0643><U+0627>,<U+0628><U+0644><U+062C><U+064A><U+0645>,<U+0628><U+0644><U+0698><U+06CC><U+06A9>,<U+0628><U+06CC><U+0644><U+062C><U+06CC><U+0645>,<U+0628><U+06D5><U+0644><U+0698><U+06CC><U+06A9>,<U+0712><U+0720><U+0713><U+071D><U+071F><U+0710>,<U+092C><U+0947><U+0932><U+094D><U+091C><U+093F><U+092F><U+092E>,<U+09AC><U+09C7><U+09B2><U+099C><U+09BF><U+09AF><U+09BC><U+09BE><U+09AE>,<U+09AC><U+09C7><U+09B2><U+09CD><U+099C><U+09BF><U+09DF><U+09AE>,<U+0AAC><U+0AC7><U+0AB2><U+0ACD><U+0A9C><U+0AC0><U+0AAF><U+0AAE>,<U+0B2C><U+0B47><U+0B32><U+0B1C><U+0B3F><U+0B5F><U+0B2E><U+0B4D>,<U+0BAA><U+0BC6><U+0BB2><U+0BCD><U+0B9C><U+0BBF><U+0BAF><U+0BAE><U+0BCD>,<U+0C2C><U+0C46><U+0C32><U+0C4D><U+0C1C><U+0C3F><U+0C2F><U+0C02>,<U+0CAC><U+0CC6><U+0CB2><U+0CCD><U+0C9C><U+0CBF><U+0CAF><U+0CAE><U+0CCD>,<U+0D2C><U+0D46><U+0D32><U+0D4D><U+200D><U+0D1C><U+0D3F><U+0D2F><U+0D02>,<U+0DB6><U+0DD9><U+0DBD><U+0DCA><U+0DA2><U+0DD2><U+0DBA><U+0DB8>,<U+0E1B><U+0E23><U+0E30><U+0E40><U+0E17><U+0E28><U+0E40><U+0E1A><U+0E25><U+0E40><U+0E22><U+0E35><U+0E22><U+0E21>,<U+0E40><U+0E1A><U+0E25><U+0E40><U+0E22><U+0E35><U+0E22><U+0E21>,<U+0EC0><U+0E9A><U+0EA7><U+0EA2><U+0EBD><U+0EA1>,<U+0F54><U+0F7A><U+0F62><U+0F0B><U+0F45><U+0F72><U+0F53>,<U+0F56><U+0F7A><U+0F63><U+0F0B><U+0F47><U+0F72><U+0F0B><U+0F61><U+0F58><U+0F0D>,<U+0F56><U+0F7A><U+0F63><U+0F0B><U+0F47><U+0F72><U+0F61><U+0F58>,<U+1018><U+101A><U+103A><U+101C><U+103A><U+1002><U+103B><U+102E><U+101A><U+1019><U+103A>,<U+10D1><U+10D4><U+10DA><U+10D2><U+10D8><U+10D0>,<U+1264><U+120D><U+1304><U+121D>,<U+1264><U+120D><U+1305><U+130D>,<U+1794><U+17C2><U+179B><U+17A0><U+17D2><U+179F><U+17C9><U+17B7><U+1780>,<U+30D9><U+30EB><U+30AE><U+30FC>,<U+30D9><U+30EB><U+30AE><U+30FC><U+738B><U+56FD>,<U+6BD4><U+5229><U+65F6>,<U+BCA8><U+AE30><U+C5D0>",50.75,4.5
"17164",2802362,"Belgiek","Belgiek",NA,50.84839,3.37779
"17165",2802363,"Beleschecken","Beleschecken",NA,49.58333,5.86667
"17166",2802364,"Ferme de Bel Enghien","Ferme de Bel Enghien",NA,50.66667,3.98333
"17167",2802365,"Belderik","Belderik",NA,51.05,3.85
"17168",2802366,"Bel Air","Bel Air",NA,50.56667,4.96667
"17169",2802367,"Belair","Belair",NA,50.42271,6.13495
"17170",2802368,"Bel Air","Bel Air",NA,50.23333,5.01667
"17171",2802369,"Belair","Belair",NA,50.1242,4.86
"17172",2802370,"Belair","Belair",NA,50.08333,5.28333
"17173",2802371,"Bel","Bel","Bel,La Bel",50.69972,5.80228
"17174",2802372,"Bel","Bel","Beel,Bel,Bell",51.16284,5.06342
"17175",2802373,"Bekmeers","Bekmeers","Beekmeers,Beekmeersch,Bekmeers",50.89532,3.69675
"17176",2802374,"Bekkevoort","Bekkevoort","Becquevoort,Bekkevoort",50.94074,4.969
"17177",2802375,"Bekkevoort","Bekkevoort",NA,50.93361,4.96668
"17178",2802376,"Bekkerzeel","Bekkerzeel","Asse (Bekkerzeel),Beckerzeel",50.88541,4.23785
"17179",2802378,"Bekkeneinde","Bekkeneinde","Beckeneinde,Bekeneinde,Bekkeneinde",51.11667,4.75
"17180",2802379,"Bekenhol","Bekenhol",NA,50.84146,3.86114
"17181",2802380,"Bekegem","Bekegem","Bekegem,Bekeghem",51.15976,3.0457
"17182",2802382,"Beke","Beke",NA,51.13195,3.60406
"17183",2802383,"Beke","Beke",NA,50.90007,3.63058
"17184",2802384,"Beitem","Beitem","Beitem,Beytem,Beythem",50.89433,3.11706
"17185",2802385,"Beisem","Beisem","Beisem,Beyssem",50.90247,4.61641
"17186",2802386,"Beiselhoven","Beiselhoven","Beiselhoven,Beisloven",50.87866,3.80983
"17187",2802387,"Beisberg","Beisberg","Beisberg,Beysberg",50.78345,4.20941
"17188",2802388,"Beisbeek","Beisbeek",NA,50.78333,4.2
"17189",2802389,"Beirendries","Beirendries",NA,51.03333,3.81667
"17190",2802390,"Beignée","Beignee",NA,50.33275,4.39788
"17191",2802391,"Beigem","Beigem","Beigem,Beyghem",50.94911,4.36908
"17192",2802393,"Beho","Beho","Beho",50.22056,5.99806
"17193",2802395,"Behême","Beheme",NA,49.78426,5.6039
"17194",2802396,"Bois de Behègne","Bois de Behegne","Bois de Behegne,Bois de Behègne,Bois de Bele Legne",49.93837,5.33391
"17195",2802397,"Béguinage","Beguinage",NA,50.6722,3.95082
"17196",2802398,"Béguinage","Beguinage","Beguinage,Béguinage,Le Beguinage",50.03333,4.5
"17197",2802399,"Begijnhof 's Wijk","Begijnhof 's Wijk",NA,51.05,3.75
"17198",2802400,"Begijnhof","Begijnhof","Beggijnhof,Begijnhof,Begynhof",50.85,3.23333
"17199",2802401,"Begijne Weide","Begijne Weide",NA,50.95,4.85
"17200",2802402,"Begijne Vijvers Heide","Begijne Vijvers Heide","Aan de Begijnenvijvers Heide,Begijne Vijvers Heide",51.11058,5.41494
"17201",2802403,"Begijne Vijvers","Begijne Vijvers","Bagijne Vijvers,Begijne Vijvers,Begijnen-Vijver",51.1,5.38333
"17202",2802404,"Begijnestraat","Begijnestraat",NA,50.98333,3.85
"17203",2802405,"Begijnendijk","Begijnendijk","Beggynendyck",51.01942,4.78377
"17204",2802406,"Begijnendijk","Begijnendijk",NA,51.01937,4.7848
"17205",2802407,"Begijnenborre","Begijnenborre","Begijnenborre,Begijnnenborre",50.84879,4.2323
"17206",2802408,"Begijne Moeren","Begijne Moeren",NA,51.42592,4.56398
"17207",2802409,"Begijneheide","Begijneheide",NA,51.03166,5.40645
"17208",2802410,"Begijnbos","Begijnbos","Begijnbos,Begijnenbos",50.74124,4.30399
"17209",2802411,"Beggelbeek","Beggelbeek",NA,51.15,4.6
"17210",2802412,"Begeveld","Begeveld",NA,50.9,5.45
"17211",2802413,"Begaarden Berg","Begaarden Berg","Begaarden Berg,Begaerden-Berg",50.95,4.83333
"17212",2802414,"Befve","Befve","Befve,La Befve,La Beve",50.68457,5.83687
"17213",2802415,"Befve","Befve",NA,50.66273,5.8514
"17214",2802416,"Befferhof","Befferhof",NA,51.03333,4.51667
"17215",2802417,"Beffe","Beffe","Beffe",50.24649,5.52259
"17216",2802419,"Beez","Beez","Namur (Beez)",50.4686,4.91175
"17217",2802421,"Beerzelschrans","Beerzelschrans","Beerselschrans,Beerzelschrans",51.06667,4.66667
"17218",2802422,"Beerzel","Beerzel","Beersel,Beerzel",51.05753,4.67127
"17219",2802424,"Beervelde","Beervelde","Beervelde,Beirvelde",51.08302,3.88635
"17220",2802426,"Beert","Beert","Brages,Pepingen (Beert)",50.74102,4.18098
"17221",2802428,"Beerstenhoek","Beerstenhoek",NA,51.15583,4.25446
"17222",2802429,"Beerst Bloot","Beerst Bloot","Beerst Bloot,Beerst-Bloote",51.04657,2.84711
"17223",2802430,"Beerst","Beerst","Beerst",51.05983,2.88501
"17224",2802432,"Kasteel Beersel","Kasteel Beersel",NA,50.76667,4.3
"17225",2802433,"Beersel","Beersel","Beersel,Bersel,bei er sai er,byrsl,<U+0411><U+0435><U+0440><U+0441><U+0435><U+043B>,<U+0628><U+0626><U+0631><U+0633><U+0644>,<U+8D1D><U+5C14><U+585E><U+5C14>",50.76589,4.3002
"17226",2802434,"Beersel","Beersel","Beersel",50.76339,4.30029
"17227",2802435,"Beerse","Beerse","Beerse,Beersse",51.31927,4.85304
"17228",2802436,"Beerse","Beerse","Beersse",51.32064,4.85596
"17229",2802437,"Beernem","Beernem","Beernem,Bèèrnem",51.13981,3.33896
"17230",2802438,"Beernem","Beernem","Beernem,Beirnem,Bernem,bei er ne mu,byrnm,<U+0411><U+0435><U+0440><U+043D><U+0435><U+043C>,<U+0628><U+06CC><U+0631><U+0646><U+0645>,<U+8D1D><U+5C14><U+8BB7><U+59C6>",51.15149,3.34196
"17231",2802439,"Beerlegem","Beerlegem","Beerlegem,Beirlegem",50.90603,3.71698
"17232",2802441,"Beerhofbeek","Beerhofbeek",NA,50.95,3.63333
"17233",2802442,"Beerhof","Beerhof",NA,50.95,3.61667
"17234",2802443,"Beerendonk","Beerendonk","Beerendonk,Beirendonck",51.30607,5.0999
"17235",2802444,"Beerdonk","Beerdonk","Beerdonck,Beerdonk",51.08333,4.18333
"17236",2802445,"Beer","Beer",NA,51.05499,3.30577
"17237",2802446,"Beer","Beer",NA,50.98564,3.68214
"17238",2802447,"Beenshoeve","Beenshoeve","Beens,Beenshoeve,Beenshof",50.80279,4.99794
"17239",2802448,"Béemont","Beemont",NA,50.4468,5.40332
"17240",2802449,"Beeltjens","Beeltjens",NA,51.08315,4.89767
"17241",2802450,"Beekstraat","Beekstraat",NA,51.21667,4.16667
"17242",2802451,"Beekstraat","Beekstraat",NA,51.21667,3.66667
"17243",2802452,"Beekstraat","Beekstraat",NA,51.21667,3.65
"17244",2802453,"Beekstraat","Beekstraat",NA,51.2,4.08333
"17245",2802454,"Beekstraat","Beekstraat",NA,51.13333,4.15
"17246",2802455,"Beekstraat","Beekstraat",NA,51.08333,3.66667
"17247",2802456,"Beekstraat","Beekstraat",NA,51.01667,4.26667
"17248",2802457,"Beekstraat","Beekstraat","Beckstraat,Beekstraat",50.8,3.28333
"17249",2802458,"Beekmolen","Beekmolen",NA,51.2093,4.28801
"17250",2802459,"Beekkant","Beekkant",NA,51.02489,3.49505
"17251",2802460,"Beekkant","Beekkant",NA,50.93333,4.36667
"17252",2802461,"Beekkant","Beekkant",NA,50.85367,4.32364
"17253",2802462,"Beekkant","Beekkant","Beekant,Beekkant",50.78333,3.53333
"17254",2802463,"Beekhoven","Beekhoven",NA,51.35,4.61667
"17255",2802464,"Beekhoek","Beekhoek",NA,51.1375,4.48355
"17256",2802465,"Beekhoek","Beekhoek",NA,51.06667,3.26667
"17257",2802466,"Beek","Beek",NA,51.43619,4.74978
"17258",2802467,"Beek","Beek",NA,51.23533,4.83433
"17259",2802468,"Beek","Beek","Beek",51.15517,5.60302
"17260",2802470,"Haie de Bé Djouwe","Haie de Be Djouwe","Bois Haie be Djouwe,Bois Haie bé Djouwe,Haie de Be Djouwe,Haie de Bé Djouwe",50.13633,5.36876
"17261",2802471,"Bedafse Oost-Schriekske Leegte","Bedafse Oost-Schriekske Leegte","Bedafse Oost-Schriekske Leegte,Bedasche Oost-Schriekske Leegte",51.43333,5
"17262",2802472,"Becquereau","Becquereau",NA,50.72759,3.45465
"17263",2802473,"Beclers","Beclers","Beclers",50.62123,3.5042
"17264",2802475,"Bechem","Bechem",NA,50.91667,3.8
"17265",2802476,"Bèche","Beche","Bech,Beche,Bèche",50.26389,5.91917
"17266",2802477,"Becco","Becco",NA,50.50303,5.78806
"17267",2802478,"Bebange","Bebange",NA,49.60847,5.78231
"17268",2802479,"Bois de Beauwelz","Bois de Beauwelz",NA,50.00128,4.17528
"17269",2802480,"Beauwelz","Beauwelz","Momignies (Beauwelz)",50.0143,4.15678
"17270",2802482,"Beau Voisinage","Beau Voisinage",NA,50.71667,3.21667
"17271",2802483,"Beauvechain","Beauvechain","Beauvechain,Bevekom,Boveshen,Bovetchen,Bovshen,Bôvetchén,bo fu shang,bwwshn,<U+0411><U+043E><U+0432><U+0435><U+0448><U+0435><U+043D>,<U+0411><U+043E><U+0432><U+0448><U+0435><U+043D>,<U+0628><U+0648><U+0648><U+0634><U+0646>,<U+535A><U+5F17><U+5C1A>",50.78195,4.7718
"17272",2802484,"Beauvechain","Beauvechain","Beauvechain,Bevekom,Bovetche,Bôvètché",50.77609,4.76463
"17273",2802485,"Beausoir","Beausoir",NA,50.68333,3.68333
"17274",2802486,"Bois de Beausart","Bois de Beausart",NA,50.74162,4.72893
"17275",2802487,"Beausaint lez La Roche","Beausaint lez La Roche",NA,50.18333,5.56667
"17276",2802488,"Beausaint","Beausaint","Beausaint",50.16807,5.5486
"17277",2802490,"Beaurieux","Beaurieux",NA,50.7205,5.64144
"17278",2802491,"Beaurieux","Beaurieux","Baurieux,Beaurieux",50.64274,4.60186
"17279",2802492,"Cense de Beaurieu","Cense de Beaurieu",NA,50.05257,4.26135
"17280",2802493,"Beaurieu","Beaurieu",NA,50.05,4.26667
"17281",2802494,"Beau Repaire","Beau Repaire",NA,50.61444,4.05507
"17282",2802495,"Beauregard","Beauregard",NA,50.70545,3.49862
"17283",2802496,"Beauregard","Beauregard",NA,50.65195,3.90287
"17284",2802497,"Beauregard","Beauregard",NA,50.56278,5.54822
"17285",2802498,"Beauregard","Beauregard",NA,50.35773,4.09206
"17286",2802499,"Beauregard","Beauregard",NA,49.56787,5.49362
"17287",2802500,"Bois de Beauraing","Bois de Beauraing",NA,50.06149,4.925
"17288",2802501,"Beauraing","Beauraing","Beauraing,Biarin,Boren,bo lan,brn,<U+0411><U+043E><U+0440><U+0435><U+043D>,<U+0628><U+0631><U+0646>,<U+535A><U+5170>",50.11042,4.95554
"17289",2802502,"Beauraing","Beauraing",NA,50.10919,4.95595
"17290",2802503,"Beau Plateau","Beau Plateau",NA,50,5.53333
"17291",2802504,"Ruisseau de Beaumont","Ruisseau de Beaumont",NA,50.21667,4.25
"17292",2802505,"Ferme de Beaumont","Ferme de Beaumont",NA,50.73333,3.71667
"17293",2802506,"Ferme de Beaumont","Ferme de Beaumont",NA,50.60369,3.78028
"17294",2802507,"Beaumont","Beaumont",NA,50.78961,4.64956
"17295",2802508,"Beaumont","Beaumont",NA,50.66407,4.49448
"17296",2802509,"Beaumont","Beaumont",NA,50.37997,5.99538
"17297",2802510,"Beaumont","Beaumont","Beaumont",50.23699,4.23926
"17298",2802511,"Beaumont","Beaumont","Bamon,Beaumont,Biomont,Biômont,Bomon,bmant,bo meng,<U+0411><U+0430><U+043C><U+043E><U+043D>,<U+0411><U+043E><U+043C><U+043E><U+043D>,<U+0628><U+0645><U+0627><U+0646><U+062A>,<U+535A><U+8499>",50.23683,4.23969
"17299",2802513,"Beau Marais","Beau Marais",NA,51.10511,5.29866
"17300",2802514,"Beauloup","Beauloup",NA,50.38333,5.81667
"17301",2802515,"Château de Beaulieu","Chateau de Beaulieu",NA,50.9,4.43333
"17302",2802516,"Beaulieu","Beaulieu",NA,50.11853,5.56888
"17303",2802517,"Beaulette","Beaulette",NA,50.55928,5.11386
"17304",2802518,"Beaufays","Beaufays","Beaufays",50.55884,5.63881
"17305",2802520,"Ferme de Beaufaux","Ferme de Beaufaux",NA,50.55,4.76667
"17306",2802521,"Beaufaux","Beaufaux",NA,50.74884,3.67069
"17307",2802522,"Beaufaulx","Beaufaulx",NA,50.70738,4.38526
"17308",2802523,"Ferme Beaudribu","Ferme Beaudribu",NA,50.34692,4.34157
"17309",2802524,"Beau Chêne","Beau Chene",NA,50.68513,4.45775
"17310",2802525,"Château de Beauchamps","Chateau de Beauchamps",NA,50.06378,4.30026
