"","X1","X2","X3","X4","X5","X6"
"1",2743638,"Zuid-Willemsvaart","Zuid-Willemsvaart","Canal de Maastricht a Bois-le-Duc,Canal de Maastricht à Bois-le-Duc,Kanaal van Maastricht naar Hertogenbosch,Maastricht-'s Hertogenbosch Canal,Maastricht-’s Hertogenbosch Canal,Willems Vaart,Zuid-Willemsvaart",50.86667,5.65
"2",2743827,"Zoom","Zoom","De Zoom,Zoom",51.5,4.26667
"3",2744559,"Wielingen","Wielingen","Wielingen",51.41667,3.41667
"4",2748360,"Vlakte van de Raan","Vlakte van de Raan","Raan Flat,Vlakte van Raan,Vlakte van de Raan",51.45,3.23333
"5",2748398,"Putse Moer","Putse Moer","De Putsche Moer,Putsche Moer,Putse Moer",51.38333,4.43333
"6",2748494,"Poppelsche Leij","Poppelsche Leij","Leij,Poppelsche Lei,Poppelsche Leij",51.51667,5.1
"7",2750771,"Moerbekepolder","Moerbekepolder","Moerbekepolder",51.2,3.93333
"8",2751093,"De Maatjes","De Maatjes","De Maatjes,Den Helder,Matjens",51.43333,4.53333
"9",2751145,"Marksken","Marksken","Marksken",51.41667,4.9
"10",2751751,"Leijloop","Leijloop","Leijloop,Leiloop",51.5,4.78333
"11",2753153,"Kabeljauwbeek","Kabeljauwbeek","Kabeljauwbeek",51.36667,4.25
"12",2753299,"Itterbeek","Itterbeek","Itter,Itterbeek,Ittersche Beek,Itterse Beek,Tongerlose Beek",51.16667,5.85
"13",2753909,"Hollandsche Loop","Hollandsche Loop","Hollandsche Loop,Hollandseloop",51.41667,4.81667
"14",2754729,"Hazenduinen","Hazenduinen","Hazenduinen",51.38333,4.41667
"15",2755047,"Gulp","Gulp","Gulp,La Gulpe",50.81667,5.9
"16",2755559,"Gueule","Gueule","De Geul,Geul,Geule,Geulle,Gueule,La Gueule Riviere,La Gueule Rivière",50.9,5.71667
"17",2759361,"Bedafsche Heide","Bedafsche Heide","Bedafsche Heide",51.45,5.01667
"18",2759466,"Ballastplaat","Ballastplaat","Ballastplaat",51.36667,4.23333
"19",2759690,"Appelzak","Appelzak",NA,51.38333,3.38333
"20",2783073,"Weillen","Weillen","Wallonia,Wallonien,Weillen",50.26667,4.91667
"21",2783074,"Kanaal Brugge-Oostende","Kanaal Brugge-Oostende","Canal d'Ostende a Bruges,Canal d’Ostende à Bruges,Kanaal Brugge-Oostende,Oostende-Brugge",51.23333,2.93333
"22",2783075,"Canal Liége-Maastricht","Canal Liege-Maastricht","Canal Liege-Maastricht,Canal Liége-Maastricht,Canal de Liege,Canal de Liége,Kanaal Luik-Maastricht,Kanaal van Luik,Kanaal van Luik naar Maastricht,Kanaal van Maastricht naar Luik",50.8,5.7
"23",2783076,"Kanaal Gent-Brugge","Kanaal Gent-Brugge","Canal Gang-Beuges,Canal Ostende-Gand,Canal de Bruges,Canal de Bruges a Gand,Canal de Bruges à Gand,Canal de Gand,Canal de Ghent,Canal de Noord Bruges a Gand,Canal de Noord Bruges à Gand,Kanaal Gent-Brugge,Kanaal van Gent naar Brugge",51.05,3.71667
"24",2783077,"Zwonderbeek","Zwonderbeek",NA,51.11667,4.43333
"25",2783078,"Zwinnevaart","Zwinnevaart","Zwinnevaart,Zwyn Vaert",51.3,3.3
"26",2783079,"Zwinebeek","Zwinebeek","Zwijnebeek,Zwinebeek",51.26667,3.08333
"27",2783080,"Fort van Zwijndrecht","Fort van Zwijndrecht","Fort de Zwyndrecht,Fort van Zwijndrecht",51.20873,4.30823
"28",2783081,"Zwijndrecht","Zwijndrecht","Zuindracum,Zvejndrekht,Zwijndrecht,Zwyndrecht,ci wei en de lei he te,zwyyzhndrkt,<U+0417><U+0432><U+0435><U+0439><U+043D><U+0434><U+0440><U+0435><U+0445><U+0442>,<U+0632><U+0648><U+0626><U+06CC><U+0698><U+0646><U+062F><U+0631><U+06A9><U+062A>,<U+5179><U+97E6><U+6069><U+5FB7><U+96F7><U+8D6B><U+7279>",51.21979,4.32664
"29",2783082,"Zwijndrecht","Zwijndrecht","Zwyndrecht",51.22194,4.3257
"30",2783083,"Zwijnaardsedries","Zwijnaardsedries","Zwijnaardsedries,Zwynaerdschedries",51.02028,3.72428
"31",2783084,"Zwijnaarde","Zwijnaarde","Zwijnaarde,Zwynaerde",51.00077,3.70746
"32",2783086,"Zwijn","Zwijn",NA,51.05464,4.19122
"33",2783087,"Zwevezele","Zwevezele","Swevezeele,Zwevezele",51.03683,3.21186
"34",2783089,"Zwevegem","Zwevegem","Sweveghem,Zvevegem,Zwevegem,Zwevehem,ci wei fu hai mu,zwywwzhm,<U+0417><U+0432><U+0435><U+0432><U+0435><U+0433><U+0435><U+043C>,<U+0632><U+0648><U+0626><U+0648><U+0648><U+0698><U+0645>,<U+5179><U+97E6><U+5F17><U+6D77><U+59C6>",50.81268,3.33848
"35",2783090,"Zwevegem","Zwevegem","Sweveghem,Zwevegem",50.78297,3.37671
"36",2783091,"Zwartwaterhoeve","Zwartwaterhoeve","Zwartwaterhoef,Zwartwaterhoeve",51.14448,4.70885
"37",2783092,"Zwartwaterbossen","Zwartwaterbossen","Zwart Watersche Bosschen,Zwartwaterbossen",51.15,4.7
"38",2783093,"Zwartwater","Zwartwater",NA,51,5
"39",2783094,"Zwart Water","Zwart Water",NA,50.9678,5.08901
"40",2783095,"Zwartwater","Zwartwater",NA,51,5.03333
"41",2783096,"Zwart Water","Zwart Water",NA,51.39741,4.84995
"42",2783097,"Zwartwater","Zwartwater",NA,51.35612,5.02102
"43",2783098,"Zwartven","Zwartven","Wolfsven,Zwartven",51.3,5.5
"44",2783099,"Zwartpaard","Zwartpaard","Zwart Peerd,Zwart-Paerd,Zwarte-Peerd,Zwartpaard",51.01667,2.66667
"45",2783100,"Zwart Lang Ven","Zwart Lang Ven",NA,51.38333,4.98333
"46",2783101,"Zwartgoor","Zwartgoor",NA,51.43333,4.68333
"47",2783102,"Zwarte Winterbeek","Zwarte Winterbeek",NA,50.94857,5.17107
"48",2783103,"Zwarte Waterbeek","Zwarte Waterbeek","Grootebeek,Grote Beek,Zwarte Waterbeek",51.03333,4.53333
"49",2783104,"Zwarte Poort","Zwarte Poort","Zwarte Poort,Zwarte Poorthof",50.78333,4.28333
"50",2783105,"Zwarten Ruiter","Zwarten Ruiter",NA,51.18782,3.97402
"51",2783106,"Zwartenhoek","Zwartenhoek","Zwarte Hoek,Zwartenhoek",51.09335,5.11949
"52",2783107,"Zwartenheuvel","Zwartenheuvel",NA,51.38882,4.4529
"53",2783108,"Zwartengracht","Zwartengracht",NA,51.15,3.93333
"54",2783109,"Zwarte Nete","Zwarte Nete","Nethe Noire Ruisseau,Zwarte Neet,Zwarte Nete",51.2487,5.07816
"55",2783110,"Zwartenbroek","Zwartenbroek",NA,50.88333,3.73333
"56",2783111,"Zwarteleen","Zwarteleen",NA,50.82637,2.92895
"57",2783112,"Zwarteinde","Zwarteinde",NA,50.88945,5.23911
"58",2783113,"Zwartegat","Zwartegat",NA,50.97605,3.65825
"59",2783114,"Zwartegat","Zwartegat",NA,50.98085,2.91638
"60",2783115,"Zwartebeek","Zwartebeek","Agatbeek,Zwartebeek",51.08333,4.38333
"61",2783116,"Zwartebeek","Zwartebeek","De Zwartwaterbeek,Zwartebeek,Zwartwaterbeek",50.98333,5.06667
"62",2783117,"Zwartebeek","Zwartebeek","Zwartebeek,Zwartengracht",51.16667,3.95
"63",2783118,"Zwarte Arend","Zwarte Arend","Chateau de Zwarte Aren,Château de Zwarte Aren,Zwarte Arend",51.21667,4.48333
"64",2783119,"Zwartberg","Zwartberg","Zwartberg,Zwartberg-Cites,Zwartberg-Cités",51.01288,5.51796
"65",2783120,"Zwankendamme","Zwankendamme","Zwankendamme",51.3098,3.19611
"66",2783121,"Zwaneven","Zwaneven","Het Zwaneven,Zwaneven",51.30774,5.0109
"67",2783122,"Zwanenhoek","Zwanenhoek",NA,51.21667,4.13333
"68",2783123,"Zwanenberg","Zwanenberg",NA,51.41667,4.48333
"69",2783124,"Zwanebeek","Zwanebeek","De Zwanebeek,Wezelse beek,Zwanebeek",51.23333,4.53333
"70",2783125,"Zwaluwbeek","Zwaluwbeek",NA,51.18333,4.33333
"71",2783126,"Zwalmstraat","Zwalmstraat",NA,50.78333,3.71667
"72",2783127,"Zwalmbeek","Zwalmbeek",NA,50.81667,3.78333
"73",2783128,"Zwalm","Zwalm","De Zwalm,Zwalm",50.88333,3.68333
"74",2783129,"Zwaantjeshoek","Zwaantjeshoek","Zwaantjehoek,Zwaantjeshoek",50.90208,3.33034
"75",2783130,"Zwaantjes","Zwaantjes","De Zwaantjes,Zwaantjes",51.18333,4.36859
"76",2783131,"Zwaantjenbrug","Zwaantjenbrug",NA,51.26718,4.45333
"77",2783132,"Zwaantjen","Zwaantjen",NA,51.25572,4.17188
"78",2783133,"Zwaantje","Zwaantje",NA,51.15416,3.67397
"79",2783134,"Zwaantje","Zwaantje","Zwaantje,Zwaenge",51.02866,2.64454
"80",2783135,"Zwaanhof","Zwaanhof","Zwaanhof,Zwanenhof",50.86667,4.26667
"81",2783136,"Zwaanhoek","Zwaanhoek",NA,51.01713,3.78596
"82",2783137,"Zwaanbeek","Zwaanbeek","Zwaanbeek,Zwaenbeek",51.04162,3.1005
"83",2783138,"Zwaanaarde","Zwaanaarde",NA,51.15629,4.00924
"84",2783139,"Zwaan","Zwaan","Zwaan,Zwaene",51.20725,3.33166
"85",2783140,"Zwaan","Zwaan","Swaan,Zwaan,Zwaen",50.73333,5.81667
"86",2783141,"Zuuressen","Zuuressen",NA,51,4.55
"87",2783142,"Zuurbemde","Zuurbemde","Suerbemde,Suerbempde,Zuurbemde",50.87477,4.97423
"88",2783143,"Zutendaal","Zutendaal","Sutendael,Zutendaal",50.93306,5.5753
"89",2783144,"Zutendaal","Zutendaal","Sutendael",50.93252,5.57273
"90",2783145,"Zusterkloosterbos","Zusterkloosterbos",NA,50.93058,5.24322
"91",2783146,"Zusterkloosterbeek","Zusterkloosterbeek",NA,50.95,5.36667
"92",2783147,"Zussen","Zussen","Sussen,Zussen",50.79779,5.63502
"93",2783148,"Zurendries","Zurendries","Zurendries,Zurendriesch",50.93333,4.01667
"94",2783149,"Zurenborg","Zurenborg","Zurenborg",51.2,4.43333
"95",2783150,"Zulzeke","Zulzeke","Sulsique,Zulzeke",50.79165,3.57053
"96",2783151,"Zulte","Zulte","Zulte",50.91954,3.44859
"97",2783152,"Zulte","Zulte","Z'olte,Ziulte,Ziulte,Zjulte,Zulte,ju er te,jwilteo,zwlt,<U+0417><U+044C><U+043E><U+043B><U+0442><U+0435>,<U+0417><U+044E><U+043B><U+0442><U+0435>,<U+0632><U+0648><U+0644><U+062A>,<U+805A><U+5C14><U+7279>,<U+C958><U+D130>",50.9321,3.47295
"98",2783153,"Zuienkerke","Zuienkerke","Zuienkerke,Zuujnkerke,Zuyenkerke",51.26511,3.15506
"99",2783154,"Zuienkerke","Zuienkerke","Zojenkerke,Zuienkerke,Zuunkerke,Zuyenkerke,zai en kai er ke,zwyynkrk,<U+0417><U+043E><U+0439><U+0435><U+043D><U+043A><U+0435><U+0440><U+043A><U+0435>,<U+0632><U+0648><U+0626><U+06CC><U+0646><U+06A9><U+0631><U+06A9>,<U+5BB0><U+6069><U+51EF><U+5C14><U+514B>",51.25248,3.13613
"100",2783155,"Zuidzammel","Zuidzammel",NA,51.1,4.95
"101",2783156,"Zuidwijk","Zuidwijk",NA,51.03422,3.41211
"102",2783157,"Zuidschote","Zuidschote","Zuidschote,Zuydschoote",50.91589,2.83744
"103",2783159,"Zuidlede","Zuidlede",NA,51.14938,3.82787
"104",2783160,"Zuidhoek","Zuidhoek",NA,50.95,3.13333
"105",2783161,"Zuidhoek","Zuidhoek",NA,50.9186,2.66938
"106",2783162,"Zuidhoek","Zuidhoek",NA,50.86667,3.13333
"107",2783163,"Zuidhoek","Zuidhoek",NA,50.83744,3.02699
"108",2783164,"Zuidheikant","Zuidheikant","Zuid Heikant Brein,Zuidheikant",51.40978,5.01712
"109",2783165,"Zuiderzicht","Zuiderzicht",NA,51.18333,3.03333
"110",2783166,"Zuiddamme","Zuiddamme","Zuiddamme,Zuyddamme",51.15465,3.34937
"111",2783167,"Zuenbeek","Zuenbeek","Le Zuen Ruisseau,Zuenbeek,Zuunbeek",50.8,4.28333
"112",2783168,"Zuen","Zuen","Zuen,Zuun",50.7902,4.27711
"113",2783169,"Zouwerstraat","Zouwerstraat","Zauwerstraat,Zouwerstraat",51.05,3.95
"114",2783170,"Zoutleeuw","Zoutleeuw","Leau,Léau,Zoutleeuw,Zoutleew",50.83316,5.10376
"115",2783171,"Zoutleeuw","Zoutleeuw","Leau,Léau,Zautleu,zu shi lai e fu,zwtlyw,<U+0417><U+0430><U+0443><U+0442><U+043B><U+0435><U+0443>,<U+0632><U+0648><U+062A><U+0644><U+0626><U+0648>,<U+7956><U+65F6><U+83B1><U+5384><U+592B>",50.835,5.10109
"116",2783172,"Zoutkeet","Zoutkeet",NA,51.31667,4.21667
"117",2783173,"Zoutenaaie","Zoutenaaie","Zoetenaey,Zoutenaaie",51.04818,2.75451
"118",2783175,"Zottegem","Zottegem","Sottegem,Zotegem,Zottegem,ztzhm,zuo te hai mu,<U+0417><U+043E><U+0442><U+0435><U+0433><U+0435><U+043C>,<U+0417><U+043E><U+0442><U+0442><U+0435><U+0433><U+0435><U+043C>,<U+0632><U+062A><U+0698><U+0645>,<U+4F50><U+7279><U+6D77><U+59C6>",50.86955,3.81052
"119",2783176,"Zottegem","Zottegem","Sottegem,Zottegem",50.86621,3.80897
"120",2783177,"Zorgvliet","Zorgvliet",NA,51.16918,4.35331
"121",2783178,"Zoot","Zoot",NA,50.97853,4.91638
"122",2783179,"Zool","Zool",NA,50.96667,5.2
"123",2783180,"Zonneken","Zonneken",NA,51.17807,4.18302
"124",2783181,"Zonnegem","Zonnegem","Zonnegem",50.92683,3.9087
"125",2783183,"Zonnebergen","Zonnebergen","Zonnebergen,Zonneberghen",50.78333,3.33333
"126",2783184,"Zonnebeke","Zonnebeke","Sonnebeca,Zonebeke,Zonempeke,Zonnebeke,Zunnebeke,zuo nei bei ke,zwnwbwk,<U+0396><U+03BF><U+03BD>eµp<U+03AD><U+03BA>e,<U+0417><U+043E><U+043D><U+0435><U+0431><U+0435><U+043A><U+0435>,<U+0417><U+043E><U+043D><U+043D><U+0435><U+0431><U+0435><U+043A><U+0435>,<U+0632><U+0648><U+0646><U+0648><U+0628><U+0648><U+06A9>,<U+4F50><U+5185><U+8D1D><U+514B>",50.8726,2.98725
"127",2783185,"Zonnebeke","Zonnebeke","Sonnebeca,Zonebeke,Zonempeke,Zonnebeke,Zunnebeke,zuo nei bei ke,zwnwbwk,<U+0396><U+03BF><U+03BD>eµp<U+03AD><U+03BA>e,<U+0417><U+043E><U+043D><U+0435><U+0431><U+0435><U+043A><U+0435>,<U+0417><U+043E><U+043D><U+043D><U+0435><U+0431><U+0435><U+043A><U+0435>,<U+0632><U+0648><U+0646><U+0648><U+0628><U+0648><U+06A9>,<U+4F50><U+5185><U+8D1D><U+514B>",50.87277,2.98768
"128",2783186,"Zonne","Zonne","Hoge Zon,Hoge Zonne,Lage Zon,Lage Zonne,Zonne",51.24759,3.56354
"129",2783187,"Zonhovenheide","Zonhovenheide",NA,50.98333,5.46667
"130",2783188,"Zonhoven","Zonhoven","Zoneve,Zonhoven,Zonhovena,Zonkhoven,son ho fein,zong huo fen,zwnwwan,<U+0417><U+043E><U+043D><U+0445><U+043E><U+0432><U+0435><U+043D>,<U+0632><U+0648><U+0646><U+0648><U+0648><U+0627><U+0646>,<U+0E42><U+0E0B><U+0E19><U+0E42><U+0E2E><U+0E40><U+0E1F><U+0E34><U+0E19>,<U+5B97><U+970D><U+82AC>",50.99064,5.36819
"131",2783189,"Zonhoven","Zonhoven",NA,50.99139,5.37094
"132",2783190,"Zonderschot","Zonderschot",NA,51.06199,4.74398
"133",2783191,"Zondereigen","Zondereigen","Zondereygen",51.40761,4.89338
"134",2783192,"Zomerstraat","Zomerstraat",NA,51.05,3.91667
"135",2783193,"Zomerloos","Zomerloos",NA,51.16667,2.95
"136",2783194,"Zomergemboven","Zomergemboven","Somergemboven,Zomergemboven",51.11288,3.55713
"137",2783195,"Zomergem","Zomergem","Somergein,Somergem,Zomergem",51.11994,3.56496
"138",2783196,"Zomergem","Zomergem","Somergem,Zomergem,zuo mo hai mu,zwmrzhm,<U+0417><U+043E><U+043C><U+0435><U+0440><U+0433><U+0435><U+043C>,<U+0632><U+0648><U+0645><U+0631><U+0698><U+0645>,<U+4F50><U+9ED8><U+6D77><U+59C6>",51.12768,3.55533
"139",2783197,"Zolder","Zolder","Circuit Zolder,Circuito di Zolder,Heusden-Zolder (Zolder),Zolder,<U+30BE><U+30EB><U+30C0><U+30FC>·<U+30B5><U+30FC><U+30AD><U+30C3><U+30C8>",51.02455,5.30983
"140",2783199,"Zogge","Zogge",NA,51.07536,4.09164
"141",2783200,"Zoetwater","Zoetwater",NA,51.2,4.2
"142",2783201,"Zoeteweide","Zoeteweide",NA,51.06667,4.61667
"143",2783202,"Zoetendaal","Zoetendaal","Zoetendaal,Zoetendaale,Zoetendaele",51.23521,3.40045
"144",2783203,"Zoerselhof","Zoerselhof",NA,51.25,4.7
"145",2783204,"Zoersel","Zoersel","OBL,Zoersel",51.26825,4.71296
"146",2783205,"Zoersel","Zoersel",NA,51.2675,4.71262
"147",2783206,"Zoerle-Parwijs","Zoerle-Parwijs","Zoerle-Parwijs,Zoerle-Parwys",51.08969,4.87108
"148",2783208,"Zoerle Berg","Zoerle Berg",NA,51.08395,4.87875
"149",2783209,"Zobbroek","Zobbroek",NA,50.8,4.25
"150",2783210,"Kasteel ter Zittert","Kasteel ter Zittert","Chateau de Sitard,Château de Sitard,Kasteel ter Zittert,Sitter",50.88333,4.23333
"151",2783211,"Zittaart","Zittaart","Zittaart,Zittaert",51.22074,4.81317
"152",2783212,"Zittaart","Zittaart","Zittaart,Zittaert",51.11942,5.05474
"153",2783213,"Zittaard","Zittaard","Zittaard,Zittaerd",50.9448,5.10742
"154",2783214,"Zinkval","Zinkval",NA,51.13046,4.36883
"155",2783215,"Zingem","Zingem","Syngem,Zingem",50.90409,3.65305
"156",2783216,"Zingem","Zingem","Syngem,Zingem",50.91067,3.62253
"157",2783217,"Zilverenhoek","Zilverenhoek",NA,51.3083,4.44534
"158",2783218,"Zilvereind","Zilvereind",NA,51.28887,4.7783
"159",2783219,"Zilverberg","Zilverberg",NA,50.92063,3.10956
"160",2783220,"Vijver van Zillebeke","Vijver van Zillebeke",NA,50.83792,2.90845
"161",2783221,"Zillebeke","Zillebeke",NA,51.22235,4.22772
"162",2783222,"Zillebeke","Zillebeke","Zillebeke",50.83464,2.92249
"163",2783224,"Zierbeek","Zierbeek",NA,50.85,4.2
"164",2783225,"Zierbeek","Zierbeek",NA,50.85,4.2
"165",2783226,"Ziepbeek","Ziepbeek",NA,50.9545,5.73109
"166",2783227,"Zielestraat","Zielestraat",NA,51.22648,4.84593
"167",2783228,"Zielbeek","Zielbeek",NA,51.08333,4.35
"168",2783229,"Zichen-Zussen-Bolder","Zichen-Zussen-Bolder","Riemst (Zichen-Zussen-Bolder),Sichen-Sussen-et-Bolre,Sichen-Sussen-et-Bolré",50.79422,5.62483
"169",2783231,"Zichemsveld","Zichemsveld","Sichems Veld,Zichemsveld",51.02212,4.99294
"170",2783232,"Zichem","Zichem","Scherpenheuvel-Zichem (Zichem),Sichem",51.00187,4.98316
"171",2783234,"Zibbeek","Zibbeek","Plankenbeek,Zibbeek",50.85,4.21667
"172",2783235,"Zibbeek","Zibbeek",NA,50.85,4.21667
"173",2783236,"Zeyb","Zeyb","Le Zeyb,Zeyb",50.76667,5.08333
"174",2783237,"Zevergem","Zevergem","Seevergem,Zeevergem,Zevergem",50.97931,3.69319
"175",2783239,"Zeveren","Zeveren","Zeveren",50.99643,3.49904
"176",2783241,"Zeverdonk","Zeverdonk","Severdonck,Zeverdonk",51.28939,4.94601
"177",2783242,"Zeven Torens","Zeven Torens","Zeven Toren,Zeven Torens",51.18333,3.23333
"178",2783243,"Zevensterren","Zevensterren","Zevenster,Zevensterre,Zevensterren",51.20909,4.12378
"179",2783244,"Zevenkoten","Zevenkoten",NA,50.83333,3.98333
"180",2783245,"Zeven Huizen","Zeven Huizen",NA,51.13333,4.51667
"181",2783246,"Zevenhuizen","Zevenhuizen",NA,51.01073,5.5711
"182",2783247,"Zevenhoek","Zevenhoek",NA,50.81667,3.95
"183",2783248,"Zeven-Heerlijkhedenheide","Zeven-Heerlijkhedenheide","Heider Zeven Heerlijkheden,Zeven Herenheide,Zeven-Heerlijkhedenheide",51.26474,5.20607
"184",2783249,"Zeveneken","Zeveneken","Zeveneeken,Zeveneken",51.10781,3.89048
"185",2783251,"Zeven Eekskens","Zeven Eekskens",NA,51.11667,3.93333
"186",2783252,"Zeveneekhoek","Zeveneekhoek",NA,51.19652,4.16729
"187",2783253,"Zevenbunder","Zevenbunder",NA,51.08333,4.45
"188",2783254,"Zevenbergsehof","Zevenbergsehof","Zeven Bergse Hoeve,Zevenbergschehoef,Zevenbergsehoef,Zevenbergsehof,Zevenbergshof",51.14396,4.53412
"189",2783255,"Zevenbergen","Zevenbergen",NA,51.19443,4.55721
"190",2783256,"Zevekote","Zevekote","Zevecote,Zevekote",51.2,3.25
"191",2783257,"Zevekote","Zevekote","Zevecoote,Zevekote",51.18333,3.06667
"192",2783258,"Zevekote","Zevekote","Zevecote,Zevekote",51.13772,2.92056
"193",2783259,"Zevekote","Zevekote",NA,51.0671,2.97002
"194",2783260,"Zevekote","Zevekote","Zevekoot,Zevekote",50.93333,3.96667
"195",2783261,"Zevekote","Zevekote","Zevecoten,Zevekote",50.77351,3.23356
"196",2783263,"Zevecote","Zevecote","Zevecote,Zevekote",51.35,3.33333
"197",2783264,"Zétrud-Lumay","Zetrud-Lumay","Jodoigne (Zetrud-Lumay),Jodoigne (Zétrud-Lumay),Zetrud,Zittert-Lummen",50.75715,4.88711
"198",2783266,"Zeswegen","Zeswegen","Zeswege,Zeswegen",51.04068,3.18923
"199",2783267,"Zes Honderd","Zes Honderd","De Zeshonderd,Zes Honderd",51.34401,5.06125
"200",2783268,"Zes Bunderloop","Zes Bunderloop",NA,51.16667,3.8
"201",2783269,"Zerkegem","Zerkegem","Zerkegem,Zerkeghem",51.16645,3.06994
"202",2783271,"Zepperen","Zepperen","Sint-Truiden (Zepperen)",50.82139,5.24769
"203",2783273,"Senne","Senne","De Zenne,La Senne,Senne,Zenne",51.06456,4.42902
"204",2783274,"Zemst","Zemst","Sempst,Zemst,zamst,ze mu si te,<U+0417><U+0435><U+043C><U+0441><U+0442>,<U+0632><U+0627><U+0645><U+0633><U+062A>,<U+6CFD><U+59C6><U+65AF><U+7279>",50.98318,4.46079
"205",2783275,"Zemst","Zemst",NA,50.98345,4.45882
"206",2783276,"Zémont","Zemont",NA,50.55,4.73333
"207",2783277,"Zelzatenhof","Zelzatenhof","Selzaetehoef,Zelzaten,Zelzatenhof",51.2,4.53333
"208",2783278,"Zelzate","Zelzate","Selzaet,Selzaete,Zelzate",51.18963,3.80777
"209",2783279,"Zelzate","Zelzate","Selzaete,Zelzaote,Zelzate,ze er zha te,zwlzt,<U+0417><U+0435><U+043B><U+0437><U+0430><U+0442><U+0435>,<U+0632><U+0648><U+0644><U+0632><U+062A>,<U+6CFD><U+5C14><U+624E><U+7279>",51.19887,3.81056
"210",2783280,"Zelteleed","Zelteleed",NA,51.11667,2.73333
"211",2783281,"Zelte","Zelte","De Zelte,Zelte",51.15,2.81667
"212",2783282,"Zelsebeek","Zelsebeek","Nylenbeek,Zelschebeek,Zelsebeek",51.16667,4.7
"213",2783283,"Zelm","Zelm",NA,51.19973,5.08178
"214",2783284,"Zellik","Zellik","Asse (Zellik),Zellick",50.88408,4.27325
"215",2783286,"Zelle","Zelle",NA,51.15868,4.77287
"216",2783287,"Zellar","Zellar","Chateau de Zellaer,Château de Zellaer,Zellar",51.03333,5.55
"217",2783288,"Zellaar","Zellaar","Chateau de Zellaer,Château de Zellaer,Zellaar",51.03333,4.54434
"218",2783289,"Zelk","Zelk","Zelck,Zelk",50.95836,5.08591
"219",2783290,"Zelem","Zelem","Zeelhem,Zelem",50.97739,5.10687
"220",2783292,"Zelebeek","Zelebeek","Lakerenbeek,Zelebeek",51.09304,4.03387
"221",2783293,"Zele","Zele","Zele,ze lai,zl,<U+0417><U+0435><U+043B><U+0435>,<U+0632><U+0644>,<U+6CFD><U+83B1>",51.06566,4.0403
"222",2783294,"Zele","Zele","Zele",51.06701,4.03492
"223",2783295,"Zeldonkhoek","Zeldonkhoek","Zeldonckhoek,Zeldonkhoek",51.13333,3.36667
"224",2783296,"Zeldonk","Zeldonk","Zeldonck,Zeldonk",51.14473,3.38941
"225",2783297,"Zegelsem","Zegelsem","Segelsem,Zegelsem",50.81891,3.71775
"226",2783299,"Zegelaarbeek","Zegelaarbeek","Zegelaarbeek,Zegelaerbeek",50.81667,3.78333
"227",2783300,"Zegbroek","Zegbroek",NA,51.22309,4.75464
"228",2783301,"Zeevaartbrug","Zeevaartbrug","Zeepvaartbrug,Zeevaartbrug",51.13333,3.68333
"229",2783302,"Zeept","Zeept",NA,50.99565,4.60525
"230",2783303,"Zeeploop","Zeeploop","Zeenloop,Zeeploop",51.14376,5.06187
"231",2783304,"Zeemanshaard","Zeemanshaard",NA,51.33163,3.21001
"232",2783305,"Zeedijk","Zeedijk",NA,51.33333,4.28333
"233",2783306,"Zeecrabbe","Zeecrabbe",NA,50.8,4.35
"234",2783307,"Zeebrugge","Zeebrugge","Seebruegge,Seebrügge,Zebrjuge,Zebrjugge,Zeebruges,Zeebrugge,Zeebrygge,Zêebrugge,ze bu lu he,<U+0417><U+0435><U+0431><U+0440><U+044E><U+0433><U+0433><U+0435>,<U+0417><U+0435><U+0431><U+0440><U+044E><U+0433><U+0435>,<U+6CFD><U+5E03><U+5415><U+8D6B>",51.32901,3.18188
"235",2783308,"Zedelgem","Zedelgem","Zedel'gem,Zedelgem,Zedelghem,Zillegem,Zillehem,ze de er hai mu,zwdlzhm,<U+0417><U+0435><U+0434><U+0435><U+043B><U+0433><U+0435><U+043C>,<U+0417><U+0435><U+0434><U+0435><U+043B><U+044C><U+0433><U+0435><U+043C>,<U+0632><U+0648><U+062F><U+0644><U+0698><U+0645>,<U+6CFD><U+5FB7><U+5C14><U+6D77><U+59C6>",51.14236,3.1368
"236",2783309,"Zedelgem","Zedelgem","Zedelgem,Zedelghem",51.12617,3.13719
"237",2783310,"Zaventem","Zaventem","Saventhem,Zaventem,zha fen te mu,zwantm,<U+0417><U+0430><U+0432><U+0435><U+043D><U+0442><U+0435><U+043C>,<U+0632><U+0648><U+0627><U+0646><U+062A><U+0645>,<U+624E><U+82AC><U+7279><U+59C6>",50.88365,4.47298
"238",2783311,"Zaventem","Zaventem","Saventhem",50.88322,4.47504
"239",2783312,"Zavelstraat","Zavelstraat","Zavelstraat,Zavelstraet",50.85224,3.8983
"240",2783313,"Zavelhof","Zavelhof",NA,50.96667,5.08333
"241",2783314,"Zavelhoek","Zavelhoek",NA,50.99639,2.7317
"242",2783315,"Zavelenborre","Zavelenborre",NA,50.77099,4.5056
"243",2783316,"Zavelbos","Zavelbos",NA,51.18333,4.86667
"244",2783317,"Zavelberg","Zavelberg",NA,51.08333,4.21667
"245",2783318,"Zavelberg","Zavelberg",NA,50.79894,5.44922
"246",2783319,"Zavelberg","Zavelberg",NA,50.76667,4.03333
"247",2783320,"Zavel","Zavel",NA,51.01667,4.91667
"248",2783321,"Zavel","Zavel",NA,50.89665,5.4103
"249",2783322,"Zarrenlinde","Zarrenlinde",NA,51.01667,2.95
