"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Kom nou Meneer #Verbist dit kunde toch niet menen, Iedereen in heel België weet dat het geen strafschop was van The… https://t.co/YQQH3QrM5v",FALSE,2,NA,2018-04-10 08:48:34,TRUE,NA,"983627787402711040",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","STVEN1987",0,FALSE,FALSE,NA,NA
"2","Scheidsrechtersbaas reageert fel na de zware kritiek op Boucaut en de videoref: ""Ik heb het al zo vaak gezegd dit s… https://t.co/973T98atpT",FALSE,0,NA,2018-04-10 06:08:52,TRUE,NA,"983587599079133184",NA,"<a href=""http://www.voetbalkrant.com"" rel=""nofollow"">Voetbalkrant.com</a>","rsc_anderlecht",0,FALSE,FALSE,NA,NA
"3","Scheidsrechtersbaas reageert fel na de zware kritiek op Boucaut en de videoref: ""Ik heb het al zo vaak gezegd dit s… https://t.co/hELQ0ZobLG",FALSE,0,NA,2018-04-10 06:08:21,TRUE,NA,"983587470523715584",NA,"<a href=""http://www.voetbalkrant.com"" rel=""nofollow"">Voetbalkrant.com</a>","sp_charleroi",0,FALSE,FALSE,NA,NA
"4","Scheidsrechtersbaas reageert fel na de zware kritiek op Boucaut en de videoref: ""Ik heb het al zo vaak gezegd dit s… https://t.co/mliIGjCeNl",FALSE,0,NA,2018-04-10 06:08:19,TRUE,NA,"983587461996711936",NA,"<a href=""http://www.voetbalkrant.com"" rel=""nofollow"">Voetbalkrant.com</a>","voetbalkrant",0,FALSE,FALSE,NA,NA
"5","RT @rscanderlecht: Charleroi - #RSCA: the starting line-up! <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA> Subs: de Jong, Sá, Chipciu, Ganvoula, Amuzu, Dante &amp; Sambi Lokonga <U+26BD><U+FE0F> #COYM #…",FALSE,0,NA,2018-04-09 22:46:45,FALSE,NA,"983476335807889413",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FeraDhodySatria",25,TRUE,FALSE,NA,NA
"6","RT @CouckeMarc: 1-2 #chaand 
Merci aux supporters nombreux pour le soutien <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C>
Dank aan massaal meegereisde supporters! https://t.co/1N8N9N…",FALSE,0,NA,2018-04-09 22:00:12,FALSE,NA,"983464623696502784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FdcTiloup",53,TRUE,FALSE,NA,NA
"7","RT @voetbalnieuwsbe: Extra Time unaniem over Teo: ""Schandalig dat hij geen rood kreeg"" #ExtraTime #Degryse #Joos #Teodorczyk #ChaAnd https:…",FALSE,0,NA,2018-04-09 21:43:06,FALSE,NA,"983460320982241280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaurensVanBoven",1,TRUE,FALSE,NA,NA
"8","Extra Time unaniem over Teo: ""Schandalig dat hij geen rood kreeg"" #ExtraTime #Degryse #Joos #Teodorczyk #ChaAnd… https://t.co/qaNXb6kZpN",FALSE,4,NA,2018-04-09 21:31:02,TRUE,NA,"983457283345715202",NA,"<a href=""http://www.voetbalnieuws.be"" rel=""nofollow"">Voetbalnieuwsbe</a>","voetbalnieuwsbe",1,FALSE,FALSE,NA,NA
"9","Eindelijk iemand die mijn mening deelt. Teodorczyk had donkerrood moeten krijgen voor zijn smerige charges vrijdaga… https://t.co/U74PrwvyZX",FALSE,2,NA,2018-04-09 21:28:20,TRUE,NA,"983456602199154688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaurensVanBoven",0,FALSE,FALSE,NA,NA
"10","#chaand Voilà les Anderlechtois fixés, il n'y avait donc pas pénalty comme l'a confirmé à l'unanimité #LaTribune, merci Baucout <U+270C><U+FE0F>",FALSE,0,NA,2018-04-09 20:13:28,FALSE,NA,"983437761691578368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","to1n0u",0,FALSE,FALSE,NA,NA
"11","Pas du tout fan Carolo, mais faut être honnête, #Mazzu à complètement raison, la forme est probablement trop direct… https://t.co/nYugbwNVpt",FALSE,1,NA,2018-04-09 19:44:35,TRUE,NA,"983430492908343297",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LoicWoos",0,FALSE,FALSE,NA,NA
"12","RT @RSCL4LIFE: #ChaAnd #Boucaut et @BelgianReferees + #Anderlecht = CORRUPT SINCE 1908!!! https://t.co/DFBC467Cpq",FALSE,0,NA,2018-04-09 17:40:36,FALSE,NA,"983399290985963520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SEBA197626",5,TRUE,FALSE,NA,NA
"13","RT @JoHorw2od: Un moment, faut le dire : le comportement habituel de Teodorczyk est une honte pour notre football, mais Alexandre Boucaut n…",FALSE,0,NA,2018-04-09 17:40:27,FALSE,NA,"983399254730465281",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SEBA197626",29,TRUE,FALSE,NA,NA
"14","@BelgianReferees @Belgianfootball @ProLeagueBE Die van #chaand laat je maar passeren. Communicatie is een troef, oo… https://t.co/4pikUuHWUn",FALSE,1,"BelgianReferees",2018-04-09 17:07:42,TRUE,"983388678058889217","983391013418029056","803977263498805248","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Baneegij",0,FALSE,FALSE,NA,NA
"15","Block karne Me Junoon hai....
.
.
Lekin Ignore karne me Sukoon hai...

#BoloGuruji #chaand #MondayMotivation… https://t.co/Pr2N5Y1X3s",FALSE,2,NA,2018-04-09 15:04:51,TRUE,NA,"983360095101661184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","G_tendra_",0,FALSE,FALSE,NA,NA
"16","RT @CouckeMarc: 1-2 #chaand 
Merci aux supporters nombreux pour le soutien <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C>
Dank aan massaal meegereisde supporters! https://t.co/1N8N9N…",FALSE,0,NA,2018-04-09 11:10:22,FALSE,NA,"983301087812816898",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LedieuRaphael",53,TRUE,FALSE,NA,NA
"17","RT @rscanderlecht: Jullie hebben via de #RSCA Official-app (https://t.co/dhVqYEMKAy) Alexis Saelemaekers verkozen tot man van de match na #…",FALSE,0,NA,2018-04-09 10:56:34,FALSE,NA,"983297613146611714",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","patrickvancauwe",3,TRUE,FALSE,NA,NA
"18","Alexis Saelemaekers élu homme du match face à Charleroi https://t.co/bv2tg1kc2h #chaand #rsca #charleroi",FALSE,1,NA,2018-04-09 10:47:21,FALSE,NA,"983295293205643264",NA,"<a href=""http://www.walfoot.be"" rel=""nofollow"">Walfoot</a>","walfoot",0,FALSE,FALSE,NA,NA
"19","RT @unibetbelgium: <U+26AA><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B4><U+00B5> KAA Gent 1<U+20E3> - 0<U+20E3> Club Brugge <ed><U+00A0><U+00BD><ed><U+00B4><U+00B5><U+26AB><U+FE0F>

Ligt de titelstrijd weer helemaal open? <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>

<ed><U+00A0><U+00BD><ed><U+00B4><U+0081>= Ja!
<U+2764><U+FE0F><U+FE0F>= Neen!

#GNTCLU #CHAAND #AND…",FALSE,0,NA,2018-04-09 10:47:10,FALSE,NA,"983295246099451906",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ansurge9duust",3,TRUE,FALSE,NA,NA
"20","<U+26AA><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B4><U+00B5> KAA Gent 1<U+20E3> - 0<U+20E3> Club Brugge <ed><U+00A0><U+00BD><ed><U+00B4><U+00B5><U+26AB><U+FE0F>

Ligt de titelstrijd weer helemaal open? <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>

<ed><U+00A0><U+00BD><ed><U+00B4><U+0081>= Ja!
<U+2764><U+FE0F><U+FE0F>= Neen!

#GNTCLU #CHAAND… https://t.co/jLq8djHMcp",FALSE,7,NA,2018-04-09 10:00:00,TRUE,NA,"983283377703915520",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","unibetbelgium",3,FALSE,FALSE,NA,NA
"21","Na de nederlaag op AA Gent is Club Brugge nog steeds op schema voor de titel! #gntclu #chaand #gnksta… https://t.co/pyZ4htiur9",FALSE,0,NA,2018-04-09 08:35:00,TRUE,NA,"983261986854260736",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","PO1Simulator",0,FALSE,FALSE,NA,NA
"22","Revu et revu le péno accordé à Teo. Il n y a rien pour moi.  Ni faute de l un ou l autre. Ils courent vers le ballo… https://t.co/DVul8VMPme",FALSE,6,NA,2018-04-09 08:13:01,TRUE,NA,"983256455032819712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","johnbaete",0,FALSE,FALSE,NA,NA
"23","Ex-collega verdedigt Boucaut: ""Je kan het hem niet verwijten"" https://t.co/QBMz5c8WOY #chaand #rsca #charleroi",FALSE,0,NA,2018-04-09 08:01:54,FALSE,NA,"983253655985033216",NA,"<a href=""http://www.voetbalkrant.com"" rel=""nofollow"">Voetbalkrant.com</a>","sp_charleroi",0,FALSE,FALSE,NA,NA
"24","Ex-collega verdedigt Boucaut: ""Je kan het hem niet verwijten"" https://t.co/xsCKTnviNk #chaand #rsca #charleroi",FALSE,0,NA,2018-04-09 08:01:21,FALSE,NA,"983253518575423488",NA,"<a href=""http://www.voetbalkrant.com"" rel=""nofollow"">Voetbalkrant.com</a>","rsc_anderlecht",0,FALSE,FALSE,NA,NA
"25","Ex-collega verdedigt Boucaut: ""Je kan het hem niet verwijten"" https://t.co/LhQ8krvjbN #chaand #rsca #charleroi",FALSE,0,NA,2018-04-09 08:01:19,FALSE,NA,"983253509343776768",NA,"<a href=""http://www.voetbalkrant.com"" rel=""nofollow"">Voetbalkrant.com</a>","voetbalkrant",0,FALSE,FALSE,NA,NA
"26","C'est Dylan #Bronn du @KAAGent qui sera l'invité du jour dans le Grand Débrief <U+270C><U+FE0F><U+26BD><U+FE0F> RDV à 17h @ProximusSports @ladh… https://t.co/5j0VNSpHX6",FALSE,5,NA,2018-04-09 07:06:32,TRUE,NA,"983239721777356800",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","VincenzoCiuro",0,FALSE,FALSE,NA,NA
"27","RT @rscanderlecht: Jullie hebben via de #RSCA Official-app (https://t.co/dhVqYEMKAy) Alexis Saelemaekers verkozen tot man van de match na #…",FALSE,0,NA,2018-04-09 06:57:02,FALSE,NA,"983237334773698561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gheskiere6",3,TRUE,FALSE,NA,NA
"28","Laatste woord strafschop RSCA niet gezegd: ""Boucaut is een speciaal geval"" #Boucaut #ChaAnd https://t.co/kbj3Yoyc2H https://t.co/HhE7o5shh2",FALSE,0,NA,2018-04-09 06:04:02,FALSE,NA,"983223996702392320",NA,"<a href=""http://www.voetbalnieuws.be"" rel=""nofollow"">Voetbalnieuwsbe</a>","voetbalnieuwsbe",0,FALSE,FALSE,NA,NA
"29","RT @rscanderlecht: Jullie hebben via de #RSCA Official-app (https://t.co/dhVqYEMKAy) Alexis Saelemaekers verkozen tot man van de match na #…",FALSE,0,NA,2018-04-09 05:52:34,FALSE,NA,"983221108554940416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dukataka1",3,TRUE,FALSE,NA,NA
"30","Via l’app #RSCA officielle (https://t.co/dhVqYEMKAy), vous avez élu Alexis Saelemaekers homme du match après le mat… https://t.co/eB9pUK3THU",FALSE,15,NA,2018-04-09 05:49:38,TRUE,NA,"983220371682942976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rscanderlecht",0,FALSE,FALSE,NA,NA
"31","Jullie hebben via de #RSCA Official-app (https://t.co/dhVqYEMKAy) Alexis Saelemaekers verkozen tot man van de match… https://t.co/6aVuuqvCFa",FALSE,20,NA,2018-04-09 05:49:25,TRUE,NA,"983220317249331200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rscanderlecht",3,FALSE,FALSE,NA,NA
"32","Mazzu in de problemen na tirade, scheidsrechtersbaas laat het niet zomaar passeren https://t.co/rtSVYeVa6k #chaand #rsca #charleroi",FALSE,1,NA,2018-04-09 05:16:48,FALSE,NA,"983212108878884864",NA,"<a href=""http://www.voetbalkrant.com"" rel=""nofollow"">Voetbalkrant.com</a>","rsc_anderlecht",0,FALSE,FALSE,NA,NA
"33","Mazzu in de problemen na tirade, scheidsrechtersbaas laat het niet zomaar passeren https://t.co/FTdtZn2quo #chaand #rsca #charleroi",FALSE,0,NA,2018-04-09 05:16:16,FALSE,NA,"983211975193833472",NA,"<a href=""http://www.voetbalkrant.com"" rel=""nofollow"">Voetbalkrant.com</a>","voetbalkrant",1,FALSE,FALSE,NA,NA
"34","[QUOTE] @efoulon1 sur l'arbitrage lors de #chaand : ""Le #VAR a été bien utilisé, mais Messieurs Boucaut et Marchand… https://t.co/dBphbvT4z8",FALSE,3,NA,2018-04-08 19:22:12,TRUE,NA,"983062470385381377",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CFootRTBF",0,FALSE,FALSE,NA,NA
"35","@DavyRoosenboom2 @devliegergeert Geert zijn ""neutrale analyse"" op @playsports vrijdagavond van ""de strafschop"" in… https://t.co/BcJl8zAsjE",FALSE,5,"DavyRoosenboom2",2018-04-08 18:50:47,TRUE,"983048689311715329","983054565946863618","278130001","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NoenkelPat",0,FALSE,FALSE,NA,NA
"36","Graag jullie opinie over youngster Alexis Saelemaekers na zijn 2 optredens in de play-offs: moet hij in deze ploeg… https://t.co/MmefDUMo0X",FALSE,9,NA,2018-04-08 16:59:35,TRUE,NA,"983026582532120577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","d12m_rsca",0,FALSE,FALSE,NA,NA
"37","<U+2488> #ParisRoubaix
<U+2489> #gntclu
<U+248A> #RMAATM
<U+248B> #gnksta
<U+248C> Münster
<U+248D> #CHAAND
<U+248E> Standard
<U+248F> Genk
<U+2490> Nederlandse
<U+2491> Allemagne

2018… https://t.co/ydLYU0yt4c",FALSE,0,NA,2018-04-08 16:40:05,TRUE,NA,"983021672499372032",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
"38","<U+2488> #ParisRoubaix
<U+2489> #gntclu
<U+248A> #RMAATM
<U+248B> Münster
<U+248C> #CHAAND
<U+248D> #BahrainGP
<U+248E> Standard
<U+248F> Genk
<U+2490> Nederlandse
<U+2491> Macron

2018… https://t.co/TWJofD7eCh",FALSE,0,NA,2018-04-08 16:20:04,TRUE,NA,"983016638374031360",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
"39","<U+2488> #ParisRoubaix
<U+2489> #RMAATM
<U+248A> #gntclu
<U+248B> Münster
<U+248C> #CHAAND
<U+248D> #BahrainGP
<U+248E> Standard
<U+248F> Genk
<U+2490> Nederlandse
<U+2491> Macron

2018… https://t.co/PmdnDv3N2L",FALSE,0,NA,2018-04-08 16:00:13,TRUE,NA,"983011641867452416",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
"40","Si j'étais carolo, j'avoue que je l'aurai mauvaise sur la décision de siffler un penalty qui s'est révélé fatidique… https://t.co/xy6qM80eRk",FALSE,0,NA,2018-04-08 15:40:21,TRUE,NA,"983006640504033282",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DonVito20705041",0,FALSE,FALSE,NA,NA
"41","<U+2488> #ParisRoubaix
<U+2489> #gntclu
<U+248A> Münster
<U+248B> #CHAAND
<U+248C> #BahrainGP
<U+248D> #Hungary
<U+248E> Standard
<U+248F> Genk
<U+2490> Nederlandse
<U+2491> Macron

201… https://t.co/iN8qw540g6",FALSE,1,NA,2018-04-08 15:40:05,TRUE,NA,"983006574405824512",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
"42","<U+2488> #ParisRoubaix
<U+2489> Münster
<U+248A> #gntclu
<U+248B> #CHAAND
<U+248C> #Hungary
<U+248D> #TheVoice
<U+248E> Standard
<U+248F> Nederlandse
<U+2490> Macron
<U+2491> Allemagne… https://t.co/waB4REn4Bn",FALSE,0,NA,2018-04-08 15:20:04,TRUE,NA,"983001538627977216",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
"43","RT @rscanderlecht: Wie was volgens jou de beste paars-witte man op het veld tijdens Sporting Charleroi - RSCA? Stemmen kan tot en met zonda…",FALSE,0,NA,2018-04-08 15:03:33,FALSE,NA,"982997381187866624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RivazzurraDavid",1,TRUE,FALSE,NA,NA
"44","RT @rscanderlecht: Quel était selon vous le meilleur Anderlechtois sur le terrain lors du match face à Charleroi ? Vous pouvez voter jusqu'…",FALSE,0,NA,2018-04-08 15:03:25,FALSE,NA,"982997345464979457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RivazzurraDavid",1,TRUE,FALSE,NA,NA
"45","<U+2488> #ParisRoubaix
<U+2489> Münster
<U+248A> #CHAAND
<U+248B> #gntclu
<U+248C> #TheVoice
<U+248D> #Hungary
<U+248E> Zuhal Demir
<U+248F> Standard
<U+2490> Nederlandse
<U+2491> Macro… https://t.co/Tc39QSCWvT",FALSE,0,NA,2018-04-08 15:00:03,TRUE,NA,"982996502061531136",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
"46","#Normandy #BREXIT #Nice #CHAAND https://t.co/lhzSVQ994Z",FALSE,1,NA,2018-04-08 14:36:10,FALSE,NA,"982990489057202178",NA,"<a href=""https://pypi.python.org/pypi/python-twitter/"" rel=""nofollow"">TWpytwit</a>","teamwhiteclub",0,FALSE,FALSE,NA,NA
"47","<U+2488> #ParisRoubaix
<U+2489> Münster
<U+248A> #CHAAND
<U+248B> #gntclu
<U+248C> #THEVOICE
<U+248D> #Hungary
<U+248E> Zuhal Demir
<U+248F> Standard
<U+2490> Genk
<U+2491> Nederlandse… https://t.co/bhIfoWej58",FALSE,0,NA,2018-04-08 14:20:04,TRUE,NA,"982986439544659970",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
"48","<U+2488> #ParisRoubaix
<U+2489> Münster
<U+248A> #CHAAND
<U+248B> #THEVOICE
<U+248C> #gntclu
<U+248D> Zuhal Demir
<U+248E> #hungaryelections
<U+248F> Standard
<U+2490> Genk
<U+2491> Ned… https://t.co/V53Hdh8Yi2",FALSE,0,NA,2018-04-08 14:00:08,TRUE,NA,"982981423085699073",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
"49","<U+2488> #ParisRoubaix
<U+2489> Münster
<U+248A> #CHAAND
<U+248B> #THEVOICE
<U+248C> #gntclu
<U+248D> Zuhal Demir
<U+248E> #Syria
<U+248F> Standard
<U+2490> Genk
<U+2491> Nederlandse

2… https://t.co/04Q8M60OXi",FALSE,0,NA,2018-04-08 13:40:05,TRUE,NA,"982976374750113792",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
"50","Hoe de VAR uiteindelijk over de competitie zal beslissen.. #chaand #gnksta",FALSE,0,NA,2018-04-08 13:25:17,FALSE,NA,"982972649608364034",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vdwiele28",0,FALSE,FALSE,NA,NA
"51","<U+2488> #ParisRoubaix
<U+2489> Münster
<U+248A> #CHAAND
<U+248B> #THEVOICE
<U+248C> #gntclu
<U+248D> Zuhal Demir
<U+248E> #Syria
<U+248F> Standard
<U+2490> Genk
<U+2491> Nederlandse

2… https://t.co/trpRvpI0nL",FALSE,0,NA,2018-04-08 13:20:05,TRUE,NA,"982971343279874048",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
"52","<U+2488> #ParisRoubaix
<U+2489> Münster
<U+248A> #CHAAND
<U+248B> #THEVOICE
<U+248C> #gntclu
<U+248D> Zuhal Demir
<U+248E> #BahrainGP
<U+248F> Standard
<U+2490> Genk
<U+2491> Nederlands… https://t.co/CbdmdAy72K",FALSE,0,NA,2018-04-08 13:00:06,TRUE,NA,"982966312317014017",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
"53","RT @SportCharleroi: Bravo à @CBBDix élu joueur du mois par @ProximusSports ! #chaand #jpl #rcsc https://t.co/DPk6eX9Zus",FALSE,0,NA,2018-04-08 12:49:10,FALSE,NA,"982963562502152192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","saraguilar545",63,TRUE,FALSE,NA,NA
"54","Jabse tumko dekha hai sanam kya kahe kitne hai bechain....<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
#YehUnDinonKiBaatHai 
#oldsong #mycrush #chaand",FALSE,1,NA,2018-04-08 12:44:00,FALSE,NA,"982962260774502400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnjaliDhongade2",0,FALSE,FALSE,NA,NA
"55","<U+2488> #ParisRoubaix
<U+2489> #Hungary
<U+248A> Münster
<U+248B> #CHAAND
<U+248C> #THEVOICE
<U+248D> #gntclu
<U+248E> Zuhal Demir
<U+248F> Standard
<U+2490> Genk
<U+2491> Nederlandse… https://t.co/T9giggjDbo",FALSE,0,NA,2018-04-08 12:40:04,TRUE,NA,"982961273586384896",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
"56","<U+2488> #ParisRoubaix
<U+2489> #Hungary
<U+248A> Münster
<U+248B> #CHAAND
<U+248C> #THEVOICE
<U+248D> #gntclu
<U+248E> Zuhal Demir
<U+248F> Standard
<U+2490> Genk
<U+2491> Nederlandse… https://t.co/N2VFZc1sYh",FALSE,0,NA,2018-04-08 12:20:05,TRUE,NA,"982956244079075330",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
"57","RT @trendinaliaBE: <U+2488> #ParisRoubaix
<U+2489> #Hungary
<U+248A> Münster
<U+248B> #CHAAND
<U+248C> #THEVOICE
<U+248D> #gntclu
<U+248E> Zuhal Demir
<U+248F> Standard
<U+2490> Genk
<U+2491> Nederlandse

2018…",FALSE,0,NA,2018-04-08 12:07:51,FALSE,NA,"982953166219153408",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Vincent57423441",1,TRUE,FALSE,NA,NA
"58","RT @roc967: Teo, trop Polish pour être honnête. #CHAAND",FALSE,0,NA,2018-04-08 12:02:04,FALSE,NA,"982951710263046146",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","YMdF1954",1,TRUE,FALSE,NA,NA
"59","<U+2488> #ParisRoubaix
<U+2489> #Hungary
<U+248A> Münster
<U+248B> #CHAAND
<U+248C> #THEVOICE
<U+248D> #gntclu
<U+248E> Zuhal Demir
<U+248F> Standard
<U+2490> Genk
<U+2491> Nederlandse… https://t.co/B3IAVlgVFF",FALSE,0,NA,2018-04-08 12:00:07,TRUE,NA,"982951217050533891",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
"60","<U+2488> #ParisRoubaix
<U+2489> #Hungary
<U+248A> Münster
<U+248B> #CHAAND
<U+248C> #THEVOICE
<U+248D> #gntclu
<U+248E> Zuhal Demir
<U+248F> Standard
<U+2490> Genk
<U+2491> Nederlandse… https://t.co/mIzZIt5tNJ",FALSE,1,NA,2018-04-08 11:40:05,TRUE,NA,"982946176231063557",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",1,FALSE,FALSE,"4.4768","50.501"
"61","<U+2488> #ParisRoubaix
<U+2489> #Hungary
<U+248A> #gntclu
<U+248B> Münster
<U+248C> #CHAAND
<U+248D> #THEVOICE
<U+248E> Zuhal Demir
<U+248F> Standard
<U+2490> Genk
<U+2491> Nederlandse… https://t.co/5dnapciAKv",FALSE,0,NA,2018-04-08 11:20:04,TRUE,NA,"982941140419674112",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
"62","<U+2488> #ParisRoubaix
<U+2489> #Hungary
<U+248A> #gntclu
<U+248B> Münster
<U+248C> #CHAAND
<U+248D> #THEVOICE
<U+248E> Zuhal Demir
<U+248F> Standard
<U+2490> Genk
<U+2491> Nederlandse… https://t.co/jm1rjdmXcn",FALSE,0,NA,2018-04-08 11:00:06,TRUE,NA,"982936113974165504",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
"63","We gaan beginnen! #chaand rotvic #ovjadames",FALSE,0,NA,2018-04-08 10:46:52,FALSE,NA,"982932785416556544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HCRotterdamD1",0,FALSE,FALSE,NA,NA
"64","<U+2488> #ParisRoubaix
<U+2489> #gntclu
<U+248A> Münster
<U+248B> #CHAAND
<U+248C> #THEVOICE
<U+248D> #BahrainGP
<U+248E> Zuhal Demir
<U+248F> Standard
<U+2490> Genk
<U+2491> Nederlands… https://t.co/isRlC9bwD0",FALSE,0,NA,2018-04-08 10:40:06,TRUE,NA,"982931079706263555",NA,"<a href=""http://trendinalia.com"" rel=""nofollow"">Trendinalia Belgium</a>","trendinaliaBE",0,FALSE,FALSE,"4.4768","50.501"
